id,title,description,price,language,url,full_text,category
289562,Проектирование ЦОР в деятельности инструктора по физической куль,"Курс знакомит с проектированием цифрового образовательного ресурса (ЦОР) для диагностики, планирования и анализа физического развития дошкольников. Вы изучите три блока: диагностический (тесты, видеофиксация), контентный (библиотека упражнений) и аналитический (автоотчеты). Практический результат — готовый прототип ЦОР для работы с детьми 3–7 лет.",,ru,https://stepik.org/course/289562,"Проектирование ЦОР в деятельности инструктора по физической куль Курс знакомит с проектированием цифрового образовательного ресурса (ЦОР) для диагностики, планирования и анализа физического развития дошкольников. Вы изучите три блока: диагностический (тесты, видеофиксация), контентный (библиотека упражнений) и аналитический (автоотчеты). Практический результат — готовый прототип ЦОР для работы с детьми 3–7 лет.",Other
289559,Поэтика заглавий,"Курс познакомит вас с поэтикой заглавий: вы узнаете, как название из простой «шапки» превратилось в мощный литературный инструмент, научитесь различать типы заглавий (символы, цитаты, жанровые и описательные) и анализировать их функции.",,ru,https://stepik.org/course/289559,"Поэтика заглавий Курс познакомит вас с поэтикой заглавий: вы узнаете, как название из простой «шапки» превратилось в мощный литературный инструмент, научитесь различать типы заглавий (символы, цитаты, жанровые и описательные) и анализировать их функции.",Other
289534,Репост как правонарушение,"Курс о том, как обычный репост в соцсети может привести к штрафу или уголовному делу. Вы узнаете, чем репост отличается от личного мнения, какие статьи закона за него наказывают, и как быстро оценить риск. Минимум воды — только нужная информация и примеры.",,ru,https://stepik.org/course/289534,"Репост как правонарушение Курс о том, как обычный репост в соцсети может привести к штрафу или уголовному делу. Вы узнаете, чем репост отличается от личного мнения, какие статьи закона за него наказывают, и как быстро оценить риск. Минимум воды — только нужная информация и примеры.",Other
289522,Основы информационной безопасности для начинающих,"По окончании курса слушатель будет обладать базовыми навыками защиты личных данных и учётных записей, а также сможет уверенно использовать основные инструменты и методы информационной безопасности при работе в интернете.",,ru,https://stepik.org/course/289522,"Основы информационной безопасности для начинающих По окончании курса слушатель будет обладать базовыми навыками защиты личных данных и учётных записей, а также сможет уверенно использовать основные инструменты и методы информационной безопасности при работе в интернете.",Other
289516,Базовое обучение TRAFFIC,"Обучение составлено для сотрудников компании Traffic. Не является коммерческим продуктом, используется строго для внутреннего обучения",,ru,https://stepik.org/course/289516,"Базовое обучение TRAFFIC Обучение составлено для сотрудников компании Traffic. Не является коммерческим продуктом, используется строго для внутреннего обучения",Other
289502,Выбор микроконверсий в  Яндекс Директ методом корреляции,"Пошаговый разбор метода корреляции для выбора лучших микроконверсий в Яндекс Директ: ошибка, которую не замечают 99% адептов.

Разберем метод.
Практические рекомендации.",999.0,ru,https://stepik.org/course/289502,"Выбор микроконверсий в  Яндекс Директ методом корреляции Пошаговый разбор метода корреляции для выбора лучших микроконверсий в Яндекс Директ: ошибка, которую не замечают 99% адептов.

Разберем метод.
Практические рекомендации.",Other
289494,Фундамент DevOps,"Этот пакет курсов шаг за шагом проведёт вас через ключевые концепции Devops, начиная с самых основ. Всё доступно, наглядно и с практикой.",7990.0,ru,https://stepik.org/course/289494,"Фундамент DevOps Этот пакет курсов шаг за шагом проведёт вас через ключевые концепции Devops, начиная с самых основ. Всё доступно, наглядно и с практикой.",DevOps
289489,Python: Антикризисный FastAPI,"Пишем полноценный REST API на FastAPI — от приложения в один файл до production-ready сервиса с базой данных, авторизацией, тестами и хранилищем файлов. Один коммит — один шаг: видно, как сервис растёт строчка за строчкой, на реальном проекте, а не на очередном «Hello World». Курс для тех, кто уже знает базу Python и хочет наконец написать что-то серьёзное",2990.0,ru,https://stepik.org/course/289489,"Python: Антикризисный FastAPI Пишем полноценный REST API на FastAPI — от приложения в один файл до production-ready сервиса с базой данных, авторизацией, тестами и хранилищем файлов. Один коммит — один шаг: видно, как сервис растёт строчка за строчкой, на реальном проекте, а не на очередном «Hello World». Курс для тех, кто уже знает базу Python и хочет наконец написать что-то серьёзное",Python
289484,«Китайский за месяц: с нуля до первого диалога»,"
Мечтаете заговорить на китайском, но думаете, что это сложно? Докажем обратное за 30 дней. Я - Кибизова Диана. Ваш учитель и наставник. Начнем вместе !",,ru,https://stepik.org/course/289484,"«Китайский за месяц: с нуля до первого диалога» 
Мечтаете заговорить на китайском, но думаете, что это сложно? Докажем обратное за 30 дней. Я - Кибизова Диана. Ваш учитель и наставник. Начнем вместе !",Other
289479,"«Атом, молекула, организм: Кадр, эпизод, сцена»","Цель курса: Научить участников сознательно выстраивать повествование от микро- к макроуровню, понимая драматургическую и визуальную функцию каждого элемента. Слушатель научится «читать» фильм как текст, составленный из осмысленных предложений (сцен), которые, в свою очередь, состоят из слов (эпизодов) и букв (кадров).",100.0,ru,https://stepik.org/course/289479,"«Атом, молекула, организм: Кадр, эпизод, сцена» Цель курса: Научить участников сознательно выстраивать повествование от микро- к макроуровню, понимая драматургическую и визуальную функцию каждого элемента. Слушатель научится «читать» фильм как текст, составленный из осмысленных предложений (сцен), которые, в свою очередь, состоят из слов (эпизодов) и букв (кадров).",Other
289476,10 уникальных вариантов ЕГЭ по математике,"Это не цельный курс, здесь нет обучающих видео, теории и примеров. Зато есть 10 уникальных вариантов ЕГЭ с со свежими, авторскими задачами. Отличный способ устроить себе полноценные пробники! 

​​​​​​​Первая часть — из открытого банка, а многие задания второй части — авторские и, как правило, сложнее экзаменационных. В особенности алгебраические (13 и 15). Ответы вы можете удобно сверять на платформе и оценивать результат в баллах. А решения заданий второй части публикую в текстовом формате (PDF).",700.0,ru,https://stepik.org/course/289476,"10 уникальных вариантов ЕГЭ по математике Это не цельный курс, здесь нет обучающих видео, теории и примеров. Зато есть 10 уникальных вариантов ЕГЭ с со свежими, авторскими задачами. Отличный способ устроить себе полноценные пробники! 

​​​​​​​Первая часть — из открытого банка, а многие задания второй части — авторские и, как правило, сложнее экзаменационных. В особенности алгебраические (13 и 15). Ответы вы можете удобно сверять на платформе и оценивать результат в баллах. А решения заданий второй части публикую в текстовом формате (PDF).",Other
289475,"КУРС: «ФОП ДО: от СанПиН к развитию личности"".","Основные понятия для усвоения:

ФОП ДО - федеральная образовательная программа дошкольного образования – единый для всей РФ базовый объём и содержание ДО.
Целевые ориентиры - социально-нормативные возрастные характеристики возможных достижений ребёнка (не подлежат непосредственной оценке).
Педагогическая диагностика - наблюдение за деятельностью ребёнком для индивидуализации образования (без аттестации).
Культурные практики - ситуации, в которых ребёнок проявляет самостоятельность и творчество.",,ru,https://stepik.org/course/289475,"КУРС: «ФОП ДО: от СанПиН к развитию личности"". Основные понятия для усвоения:

ФОП ДО - федеральная образовательная программа дошкольного образования – единый для всей РФ базовый объём и содержание ДО.
Целевые ориентиры - социально-нормативные возрастные характеристики возможных достижений ребёнка (не подлежат непосредственной оценке).
Педагогическая диагностика - наблюдение за деятельностью ребёнком для индивидуализации образования (без аттестации).
Культурные практики - ситуации, в которых ребёнок проявляет самостоятельность и творчество.",Other
289449,Методы лингвистических исследований,Курс разработан преподавателями кафедры иностранных языков №3 РЭУ им. Г.В. Плеханова для ознакомления студентов лингвистических специальностей и направлений с основами научной деятельности ,,ru,https://stepik.org/course/289449,Методы лингвистических исследований Курс разработан преподавателями кафедры иностранных языков №3 РЭУ им. Г.В. Плеханова для ознакомления студентов лингвистических специальностей и направлений с основами научной деятельности ,Other
289399,Kotlin для новичков,"Курс Kotlin для начинающих: синтаксис, типы, null-safety, ООП, корутины, коллекции. Теория, разбор примеров и задачи с автопроверкой.",990.0,ru,https://stepik.org/course/289399,"Kotlin для новичков Курс Kotlin для начинающих: синтаксис, типы, null-safety, ООП, корутины, коллекции. Теория, разбор примеров и задачи с автопроверкой.",Mobile Development
289398,JavaScript для новичков,"Курс современного JavaScript: переменные, типы, функции, объекты, DOM, асинхронность, модули. Теория, разбор примеров и задачи с автопроверкой.",990.0,ru,https://stepik.org/course/289398,"JavaScript для новичков Курс современного JavaScript: переменные, типы, функции, объекты, DOM, асинхронность, модули. Теория, разбор примеров и задачи с автопроверкой.",Web Development
289397,C++ для новичков,"Современный C++ для начинающих: синтаксис, типы, указатели, ссылки, классы, STL, шаблоны. Теория, разбор примеров, задачи с автопроверкой.",990.0,ru,https://stepik.org/course/289397,"C++ для новичков Современный C++ для начинающих: синтаксис, типы, указатели, ссылки, классы, STL, шаблоны. Теория, разбор примеров, задачи с автопроверкой.",C++
289396,C# для новичков,"Курс C# для начинающих: синтаксис, типы, ООП, исключения, коллекции и LINQ. Теория, примеры и задачи с автопроверкой на .NET.",990.0,ru,https://stepik.org/course/289396,"C# для новичков Курс C# для начинающих: синтаксис, типы, ООП, исключения, коллекции и LINQ. Теория, примеры и задачи с автопроверкой на .NET.",C#
289395,Python для новичков,"Полный курс Python для начинающих. От синтаксиса и переменных — до ООП, исключений и работы с файлами. Теория, примеры, задачи с автопроверкой.",990.0,ru,https://stepik.org/course/289395,"Python для новичков Полный курс Python для начинающих. От синтаксиса и переменных — до ООП, исключений и работы с файлами. Теория, примеры, задачи с автопроверкой.",Python
289391,«Апгрейд кружка»: как сделать программу видимой и продаваемой,"У вас хороший кружок. Дети занимаются с удовольствием. Родители, которые пришли — довольны. Но новых почему-то нет. Или приходят и уходят. Или сразу спрашивают «а почему так дорого».

Знакомо? Тогда этот курс для вас.",,ru,https://stepik.org/course/289391,"«Апгрейд кружка»: как сделать программу видимой и продаваемой У вас хороший кружок. Дети занимаются с удовольствием. Родители, которые пришли — довольны. Но новых почему-то нет. Или приходят и уходят. Или сразу спрашивают «а почему так дорого».

Знакомо? Тогда этот курс для вас.",Other
289388,Формы и элементы пользовательского интерфейса,"Веб-формы — это то, что делает сайт живым. Без них пользователь может только смотреть, но не может написать сообщение, заказать товар, зарегистрироваться или войти в аккаунт. Этот курс научит вас создавать такие формы с нуля.

Вы разберётесь, как работают все элементы пользовательского ввода: от простого текстового поля до раскрывающихся списков и многострочных комментариев. Вместе с теорией вас ждут практические задания с автоматической проверкой — вы сразу увидите свой прогресс и сможете исправить ошибки.",,ru,https://stepik.org/course/289388,"Формы и элементы пользовательского интерфейса Веб-формы — это то, что делает сайт живым. Без них пользователь может только смотреть, но не может написать сообщение, заказать товар, зарегистрироваться или войти в аккаунт. Этот курс научит вас создавать такие формы с нуля.

Вы разберётесь, как работают все элементы пользовательского ввода: от простого текстового поля до раскрывающихся списков и многострочных комментариев. Вместе с теорией вас ждут практические задания с автоматической проверкой — вы сразу увидите свой прогресс и сможете исправить ошибки.",Other
289387,Числа и вычисления. Делимость,"Курс посвящен изучению делимости чисел. Курс поможет усвоению понятий: делимости чисел, деление целого числа с остатком, наибольший общий делитель, наименьшее общее кратное, простое число, составное число, числа сравнимые по данному модулю. На курсе вы научитесь применять полученные теоретические знания к решению задач, а также сможете закрепить опыт решения с помощью заданий для самостоятельной работы.",,ru,https://stepik.org/course/289387,"Числа и вычисления. Делимость Курс посвящен изучению делимости чисел. Курс поможет усвоению понятий: делимости чисел, деление целого числа с остатком, наибольший общий делитель, наименьшее общее кратное, простое число, составное число, числа сравнимые по данному модулю. На курсе вы научитесь применять полученные теоретические знания к решению задач, а также сможете закрепить опыт решения с помощью заданий для самостоятельной работы.",Other
289383,Архивация данных,"Начинающие пользователи ПК, студенты IT-специальностей, системные администраторы, все, кто хочет эффективно работать с файловыми архивами.",,ru,https://stepik.org/course/289383,"Архивация данных Начинающие пользователи ПК, студенты IT-специальностей, системные администраторы, все, кто хочет эффективно работать с файловыми архивами.",Other
289379,Курс строительного менеджера: управление проектами от А до Я  ,"Станьте профессиональным строительным менеджером с нашим курсом! Освойте все аспекты управления проектами: от планирования и документации до современных технологий и антикризисного управления.  

Вы научитесь:  

Управлять строительными проектами от А до Я.  
Составлять сметы и вести документацию.  
Применять BIM-технологии и цифровые инструменты.  
Обеспечивать безопасность на стройке.
Идеально для новичков и опытных специалистов, желающих выйти на новый уровень!  ",,ru,https://stepik.org/course/289379,"Курс строительного менеджера: управление проектами от А до Я   Станьте профессиональным строительным менеджером с нашим курсом! Освойте все аспекты управления проектами: от планирования и документации до современных технологий и антикризисного управления.  

Вы научитесь:  

Управлять строительными проектами от А до Я.  
Составлять сметы и вести документацию.  
Применять BIM-технологии и цифровые инструменты.  
Обеспечивать безопасность на стройке.
Идеально для новичков и опытных специалистов, желающих выйти на новый уровень!  ",Other
289377,Жасанды Интеллект,"Курс «Жасанды интеллект» предназначен для знакомства с основами искусственного интеллекта, его возможностями и применением в современном мире. В курсе рассматриваются виды ИИ, машинное обучение, нейросети и использование ИИ в образовании и повседневной жизни.
«Жасанды интеллект» курсы студенттерге жасанды интеллекттің негізгі ұғымдарын, қолданылу салаларын және қазіргі қоғамдағы маңызын түсіндіруге арналған. Курс барысында нейрондық желілер, машиналық оқыту және цифрлық технологиялар туралы теориялық мәліме",,kk,https://stepik.org/course/289377,"Жасанды Интеллект Курс «Жасанды интеллект» предназначен для знакомства с основами искусственного интеллекта, его возможностями и применением в современном мире. В курсе рассматриваются виды ИИ, машинное обучение, нейросети и использование ИИ в образовании и повседневной жизни.
«Жасанды интеллект» курсы студенттерге жасанды интеллекттің негізгі ұғымдарын, қолданылу салаларын және қазіргі қоғамдағы маңызын түсіндіруге арналған. Курс барысында нейрондық желілер, машиналық оқыту және цифрлық технологиялар туралы теориялық мәліме",Other
289374,Праздники России,"На этом курсе вы сможете узнать много интересного. Поработаете с собой, узнаете о праздниках. Удачи?!",,ru,https://stepik.org/course/289374,"Праздники России На этом курсе вы сможете узнать много интересного. Поработаете с собой, узнаете о праздниках. Удачи?!",Other
289365,"Лагерное пространство в романе А.Д. Синявского «Спокойной ночи""","Роман Андрея Синявского «Спокойной ночи» по праву считается ключевым автобиографическим произведением писателя, художественным итогом его сложной судьбы. ",,ru,https://stepik.org/course/289365,"Лагерное пространство в романе А.Д. Синявского «Спокойной ночи"" Роман Андрея Синявского «Спокойной ночи» по праву считается ключевым автобиографическим произведением писателя, художественным итогом его сложной судьбы. ",Other
289360,Машинное обучение для новичков,"Полный практический курс по машинному обучению для тех, кто только начинает. От базовой математики и Python — к классическим алгоритмам, нейросетям и ML в продакшене. Теория, примеры, разбор реальных кейсов, тесты.",1990.0,ru,https://stepik.org/course/289360,"Машинное обучение для новичков Полный практический курс по машинному обучению для тех, кто только начинает. От базовой математики и Python — к классическим алгоритмам, нейросетям и ML в продакшене. Теория, примеры, разбор реальных кейсов, тесты.",Python
289359,Машинное обучение для новичков,"Полный практический курс по машинному обучению для тех, кто только начинает. От базовой математики и Python — к классическим алгоритмам, нейросетям и ML в продакшене. Теория, примеры, разбор реальных кейсов, тесты.",,ru,https://stepik.org/course/289359,"Машинное обучение для новичков Полный практический курс по машинному обучению для тех, кто только начинает. От базовой математики и Python — к классическим алгоритмам, нейросетям и ML в продакшене. Теория, примеры, разбор реальных кейсов, тесты.",Python
289358,Автоматизация тестирования ПО на Java. Selenium + REST Assured,"🏅 Победитель Stepik Awards в номинации ""Прорыв года""
ДОМАШНИЕ ЗАДАНИЯ ПРОВЕРЯЮТСЯ ЛИЧНО АВТОРОМ + задачи на программирование и тестов!
Данный курс подходит для тех, кто желает изучить программирование на Java, а так же освоить очень востребованную и высокооплачиваемую профессию Тестировщика-автоматизатора, используя популярные инструменты для тестирования Selenium и REST Assured! Так же он подойдет для тех кто уже работает тестировщиком или в сфере IT.",6299.0,ru,https://stepik.org/course/289358,"Автоматизация тестирования ПО на Java. Selenium + REST Assured 🏅 Победитель Stepik Awards в номинации ""Прорыв года""
ДОМАШНИЕ ЗАДАНИЯ ПРОВЕРЯЮТСЯ ЛИЧНО АВТОРОМ + задачи на программирование и тестов!
Данный курс подходит для тех, кто желает изучить программирование на Java, а так же освоить очень востребованную и высокооплачиваемую профессию Тестировщика-автоматизатора, используя популярные инструменты для тестирования Selenium и REST Assured! Так же он подойдет для тех кто уже работает тестировщиком или в сфере IT.",Java
