id,title,description,price,language,url
289494,Фундамент DevOps,"Этот пакет курсов шаг за шагом проведёт вас через ключевые концепции Devops, начиная с самых основ. Всё доступно, наглядно и с практикой.",7990.00,ru,https://stepik.org/course/289494
289489,Python: Антикризисный FastAPI,"Пишем полноценный REST API на FastAPI — от приложения в один файл до production-ready сервиса с базой данных, авторизацией, тестами и хранилищем файлов. Один коммит — один шаг: видно, как сервис растёт строчка за строчкой, на реальном проекте, а не на очередном «Hello World». Курс для тех, кто уже знает базу Python и хочет наконец написать что-то серьёзное",2990.00,ru,https://stepik.org/course/289489
289484,«Китайский за месяц: с нуля до первого диалога»,"
Мечтаете заговорить на китайском, но думаете, что это сложно? Докажем обратное за 30 дней. Я - Кибизова Диана. Ваш учитель и наставник. Начнем вместе !",,ru,https://stepik.org/course/289484
289479,"«Атом, молекула, организм: Кадр, эпизод, сцена»","Цель курса: Научить участников сознательно выстраивать повествование от микро- к макроуровню, понимая драматургическую и визуальную функцию каждого элемента. Слушатель научится «читать» фильм как текст, составленный из осмысленных предложений (сцен), которые, в свою очередь, состоят из слов (эпизодов) и букв (кадров).",100.00,ru,https://stepik.org/course/289479
289476,10 уникальных вариантов ЕГЭ по математике,"Это не цельный курс, здесь нет обучающих видео, теории и примеров. Зато есть 10 уникальных вариантов ЕГЭ с со свежими, авторскими задачами. Отличный способ устроить себе полноценные пробники! 

​​​​​​​Первая часть — из открытого банка, а многие задания второй части — авторские и, как правило, сложнее экзаменационных. В особенности алгебраические (13 и 15). Ответы вы можете удобно сверять на платформе и оценивать результат в баллах. А решения заданий второй части публикую в текстовом формате (PDF).",700.00,ru,https://stepik.org/course/289476
289475,"КУРС: «ФОП ДО: от СанПиН к развитию личности"".","Основные понятия для усвоения:

ФОП ДО - федеральная образовательная программа дошкольного образования – единый для всей РФ базовый объём и содержание ДО.
Целевые ориентиры - социально-нормативные возрастные характеристики возможных достижений ребёнка (не подлежат непосредственной оценке).
Педагогическая диагностика - наблюдение за деятельностью ребёнком для индивидуализации образования (без аттестации).
Культурные практики - ситуации, в которых ребёнок проявляет самостоятельность и творчество.",,ru,https://stepik.org/course/289475
289449,Методы лингвистических исследований,Курс разработан преподавателями кафедры иностранных языков №3 РЭУ им. Г.В. Плеханова для ознакомления студентов лингвистических специальностей и направлений с основами научной деятельности ,,ru,https://stepik.org/course/289449
289399,Kotlin для новичков,"Курс Kotlin для начинающих: синтаксис, типы, null-safety, ООП, корутины, коллекции. Теория, разбор примеров и задачи с автопроверкой.",990.00,ru,https://stepik.org/course/289399
289398,JavaScript для новичков,"Курс современного JavaScript: переменные, типы, функции, объекты, DOM, асинхронность, модули. Теория, разбор примеров и задачи с автопроверкой.",990.00,ru,https://stepik.org/course/289398
289397,C++ для новичков,"Современный C++ для начинающих: синтаксис, типы, указатели, ссылки, классы, STL, шаблоны. Теория, разбор примеров, задачи с автопроверкой.",990.00,ru,https://stepik.org/course/289397
289396,C# для новичков,"Курс C# для начинающих: синтаксис, типы, ООП, исключения, коллекции и LINQ. Теория, примеры и задачи с автопроверкой на .NET.",990.00,ru,https://stepik.org/course/289396
289395,Python для новичков,"Полный курс Python для начинающих. От синтаксиса и переменных — до ООП, исключений и работы с файлами. Теория, примеры, задачи с автопроверкой.",990.00,ru,https://stepik.org/course/289395
289391,«Апгрейд кружка»: как сделать программу видимой и продаваемой,"У вас хороший кружок. Дети занимаются с удовольствием. Родители, которые пришли — довольны. Но новых почему-то нет. Или приходят и уходят. Или сразу спрашивают «а почему так дорого».

Знакомо? Тогда этот курс для вас.",,ru,https://stepik.org/course/289391
289388,Формы и элементы пользовательского интерфейса,"Веб-формы — это то, что делает сайт живым. Без них пользователь может только смотреть, но не может написать сообщение, заказать товар, зарегистрироваться или войти в аккаунт. Этот курс научит вас создавать такие формы с нуля.

Вы разберётесь, как работают все элементы пользовательского ввода: от простого текстового поля до раскрывающихся списков и многострочных комментариев. Вместе с теорией вас ждут практические задания с автоматической проверкой — вы сразу увидите свой прогресс и сможете исправить ошибки.",,ru,https://stepik.org/course/289388
289387,Числа и вычисления. Делимость,"Курс посвящен изучению делимости чисел. Курс поможет усвоению понятий: делимости чисел, деление целого числа с остатком, наибольший общий делитель, наименьшее общее кратное, простое число, составное число, числа сравнимые по данному модулю. На курсе вы научитесь применять полученные теоретические знания к решению задач, а также сможете закрепить опыт решения с помощью заданий для самостоятельной работы.",,ru,https://stepik.org/course/289387
289383,Архивация данных,"Начинающие пользователи ПК, студенты IT-специальностей, системные администраторы, все, кто хочет эффективно работать с файловыми архивами.",,ru,https://stepik.org/course/289383
289379,Курс строительного менеджера: управление проектами от А до Я  ,"Станьте профессиональным строительным менеджером с нашим курсом! Освойте все аспекты управления проектами: от планирования и документации до современных технологий и антикризисного управления.  

Вы научитесь:  

Управлять строительными проектами от А до Я.  
Составлять сметы и вести документацию.  
Применять BIM-технологии и цифровые инструменты.  
Обеспечивать безопасность на стройке.
Идеально для новичков и опытных специалистов, желающих выйти на новый уровень!  ",,ru,https://stepik.org/course/289379
289377,Жасанды Интеллект,"Курс «Жасанды интеллект» предназначен для знакомства с основами искусственного интеллекта, его возможностями и применением в современном мире. В курсе рассматриваются виды ИИ, машинное обучение, нейросети и использование ИИ в образовании и повседневной жизни.
«Жасанды интеллект» курсы студенттерге жасанды интеллекттің негізгі ұғымдарын, қолданылу салаларын және қазіргі қоғамдағы маңызын түсіндіруге арналған. Курс барысында нейрондық желілер, машиналық оқыту және цифрлық технологиялар туралы теориялық мәліме",,kk,https://stepik.org/course/289377
289374,Праздники России,"На этом курсе вы сможете узнать много интересного. Поработаете с собой, узнаете о праздниках. Удачи?!",,ru,https://stepik.org/course/289374
289365,"Лагерное пространство в романе А.Д. Синявского «Спокойной ночи""","Роман Андрея Синявского «Спокойной ночи» по праву считается ключевым автобиографическим произведением писателя, художественным итогом его сложной судьбы. ",,ru,https://stepik.org/course/289365
289360,Машинное обучение для новичков,"Полный практический курс по машинному обучению для тех, кто только начинает. От базовой математики и Python — к классическим алгоритмам, нейросетям и ML в продакшене. Теория, примеры, разбор реальных кейсов, тесты.",1990.00,ru,https://stepik.org/course/289360
289359,Машинное обучение для новичков,"Полный практический курс по машинному обучению для тех, кто только начинает. От базовой математики и Python — к классическим алгоритмам, нейросетям и ML в продакшене. Теория, примеры, разбор реальных кейсов, тесты.",,ru,https://stepik.org/course/289359
289358,Автоматизация тестирования ПО на Java. Selenium + REST Assured,"🏅 Победитель Stepik Awards в номинации ""Прорыв года""
ДОМАШНИЕ ЗАДАНИЯ ПРОВЕРЯЮТСЯ ЛИЧНО АВТОРОМ + задачи на программирование и тестов!
Данный курс подходит для тех, кто желает изучить программирование на Java, а так же освоить очень востребованную и высокооплачиваемую профессию Тестировщика-автоматизатора, используя популярные инструменты для тестирования Selenium и REST Assured! Так же он подойдет для тех кто уже работает тестировщиком или в сфере IT.",6299.00,ru,https://stepik.org/course/289358
289357,Как открыть свой первый бизнес ,"Мечтаете запустить собственное дело, но не знаете, с чего начать? Боитесь допустить ошибку на старте и потерять время и деньги? Наш курс поможет вам уверенно сделать первый шаг в предпринимательстве — от идеи до первых продаж.",,ru,https://stepik.org/course/289357
289352,Задачи Python по уровням,"Курс — коллекция задач по Python для 8–11 классов. Без теории, без лекций. Только практика.

Что внутри:
Разделение на уровни сложности: «Базовый» (алгоритмы и переменные), «Средний» (циклы, списки, функции), «Продвинутый» (вложенные структуры, срезы, генераторы, рекурсия).

Для кого:
Учитель выдаёт готовую ссылку — ученик решает в своём темпе, система проверяет сама.

Результат:
Ученик напишет 50+ программ.",,ru,https://stepik.org/course/289352
289348,Математика 5 сынып,"Ондық бөлшектерді бөлу – ондық бөлшектерді бір-біріне немесе бүтін санға бөлу амалы. Бөлу кезінде үтірге мән беріледі: егер бөлгіш ондық бөлшек болса, үтірді жойып, екі санды да бірдей 10, 100 сияқты сандарға көбейтеміз. Содан кейін кәдімгі бөлу жасалады.
",,ru,https://stepik.org/course/289348
289343,UX/UI-дизайн сайта-визитки,"Курс для начинающих под руководством арт-директора и проверкой домашних заданий.

От арт-директора:
«Привет! Я на своём проекте расскажу и покажу тебе все шаги дизайна. Но проектировать и рисовать ты будешь свой, совершенно индивидуальный дизайн, который сможешь положить себе в портфолио».",1990.00,ru,https://stepik.org/course/289343
289340,"Физкультура в школе: энергия, здоровье, успех.","Курс о том, как сделать физическую культуру любимым предметом! Школьники научатся правильно выполнять упражнения, понимать ценность движения для здоровья, работать в команде и достигать целей. Учителя и родители найдут методики мотивации детей к активному образу жизни.",,ru,https://stepik.org/course/289340
289337,Основы алгебры логики ,"Курс «Основы алгебры логики» предназначен для обучающихся 10 класса и направлен на формирование базовых знаний в области математической логики. В рамках курса рассматриваются логические операции, таблицы истинности, законы алгебры логики, логические функции и уравнения, а также их применение при решении практических задач в информатике.

",,ru,https://stepik.org/course/289337
289312,Введение в технологию Ethernet,"Курс по тематике ethernet и начала его изучения в рамках МДК 01.01 Компьютерные сети. «ПМ.01 НАСТРОЙКА СЕТЕВОЙ ИНФРАСТРУКТУРЫ» 
Тема 1.1 Введение в сетевые технологии
3. Сетевые технологии Ethernet
",,ru,https://stepik.org/course/289312
289310,Административное право,"Курс «Административное право» даёт системное представление об отрасли, регулирующей отношения в сфере государственного управления. Изучаются основы административного законодательства, статус субъектов правоотношений, механизмы регулирования и порядок привлечения к административной ответственности (в т. ч. по КоАП РФ). Предназначен для студентов юридических специальностей и госслужащих.",,ru,https://stepik.org/course/289310
289309,Китайский с нуля: тоны и приветствие,"Первый шаг в мир китайского языка. Узнайте, как работают 4 тона, научитесь правильно произносить приветствие «你好» и пройдёте интерактивные задания с автоматической проверкой. Подходит для начинающих.",,ru,https://stepik.org/course/289309
289306,English for visual communication,"Курс English for visual communication"" предназначен для студентов колледжей 1‑го курса. Программа построена по модульному принципу: каждый модуль охватывает три типа визуального контента — статичные изображения, динамические изображения и видеоматериалы. Обучение начинается с входной диагностики уровня визуальной грамотности, продолжается практическими заданиями в рамках обучающего блока и завершается контрольной диагностикой для фиксации достигнутых результатов. ",,en,https://stepik.org/course/289306
289305,«Перезагрузка. Ритм максимальной мощности». «Тест-драйв»,"Код Максимальной Мощности: Тест-драйв. День 1
Устали от токсичной продуктивности и работы на износ? Попробуйте альтернативный путь. Этот бесплатный интерактивный интенсив — 15-минутный тест-драйв системы «Код Нового Величия». Без видео-лекций и сложных заданий. Заварите ваш лучший чай, пройдите через синусоиду из 6 скрытых импульсов (от медитации замедления до включения тела) и перезагрузите свое состояние прямо сейчас.
",,ru,https://stepik.org/course/289305
289303,Ингаляционная терапия (поток 2),"Этот курс создан практикующими врачами для врачей. Этот курс - концентрат практических знаний и навыков, представленный в доступной форме и дополненный примерами из реальной клинической практики. Мы сделали упор на прикладные аспекты, чтобы вы могли сразу применять полученные знания в своей работе.",15000.00,ru,https://stepik.org/course/289303
289297,Навыки онлайн-коммуникации для учёбы и работы,"Курс посвящён формированию компетенций эффективного делового общения в цифровой среде. В программе рассматриваются теоретические основы синхронной и асинхронной коммуникации, стандарты деловой переписки, протоколы проведения видеовстреч, а также стратегии управления цифровым вниманием. Практические задания направлены на отработку навыков написания структурированных писем, оптимизации сообщений в мессенджерах и проектирования продуктивных онлайн-мероприятий.",,ru,https://stepik.org/course/289297
289291,Курс для волонтеров,"Хочешь помогать другим, но не знаешь, с чего начать? Наш курс — это твой первый шаг в мир волонтерства! 
Мы научим тебя всему, что нужно знать, чтобы приносить реальную пользу и чувствовать себя уверенно в новой роли.
За несколько часов ты получишь базовые знания, которые помогут тебе стать эффективным и безопасным помощником.
",,ru,https://stepik.org/course/289291
289284,"окружающий мир 3 класс ""полезные ископаемые""","Поле́зные ископа́емые — минеральные и органические образования земной коры, химический состав и физические свойства которых позволяют эффективно использовать их в сфере материального производства (например, в качестве сырья или топлива). Различают твёрдые, жидкие и газообразные полезные ископаемые.",,ru,https://stepik.org/course/289284
289279,Любознайки: путешествие по знаниям»,"«Любознайки: путешествия по знаниям» создан для первоклассников — юных исследователей, которым интересно всё на свете. Программа сочетает обучение и игру: так дети легче усваивают новые знания и сохраняют живой интерес к учёбе.",,ru,https://stepik.org/course/289279
289278,"Русский язык с увлечением: 1 класс по программе ""Школа России""","Этот курс создан для учеников 1 класса, которые учатся по программе «Школа России». Вместе мы отправимся в путешествие по Городу Грамоты, где каждый район знакомит с новой темой: речь, предложение, слово, звуки и буквы. В курсе нет скучных правил - только короткие объяснения, яркие примеры и интерактивные задания (выбери ответ, соедини картинки, сортировка, ввод слов). После каждого модуля - проверочный тест. В конце курса - финальное приключение. Курс подходит для самостоятельного прохождения детьми с мини",,ru,https://stepik.org/course/289278
289276,Окружающий мир. Времена года.,"Курс „Времена года“ для 1-2 классов познакомит школьников с сезонными изменениями в природе. Дети изучат особенности каждого времени года, узнают о поведении животных и растений в разные сезоны, научатся наблюдать за погодой и фиксировать свои наблюдения.",,ru,https://stepik.org/course/289276
289275,Робототехника для начинающих,Данный курс предназначен для младших школьников. На этом курсе ученики познакомятся с виртуальными конструкторами и научаться создавать своих виртуальных роботов.,,ru,https://stepik.org/course/289275
289274,Животные и насекомые,"Этот курс покажет вам и расскажет про животных и насекомых, правила поведения в лесу.И вы сравните их.",,ru,https://stepik.org/course/289274
289271,Части речи и их работа,"Добро пожаловать в мир частей речи!
Вы знаете, что все слова в русском языке- как жители большого города? У каждого есть своя работа!Кто-то называет предметы,кто-то рассказывает о действиях,а кто-то описывает признаки.",,ru,https://stepik.org/course/289271
289256,Основы ООП в python: практический курс,"Объектно-ориентированное программирование - важный инструмент для каждого разработчика. Оно позволяет сделать код короче, понятнее и структурированнее. ООП - это способ преобразовать множество данных в единое целое и решать задачи быстро, понятно, избегая путаницы и ошибок.",1990.00,ru,https://stepik.org/course/289256
289254,Цифровая грамотность: основы информационной безопасности,"Курс знакомит с базовыми принципами защиты персональных данных, правилами безопасного поведения в сети и инструментами цифровой гигиены. Подходит для студентов всех направлений подготовки.",,ru,https://stepik.org/course/289254
289252,Основы анимации: от идеи до движения.,"Освойте создание 2D-анимации с нуля: разработка персонажей, анимация движений, работа с эффектами и сценами. Практические задания и обучение в популярных программах для анимации.
",,ru,https://stepik.org/course/289252
289251,Налоги и Предпринимательство,"Курс ""Налоги и предпринимательство"" знакомит слушателей с основами налоговой системы РФ, ключевыми аспектами налогообложения бизнеса и оптимизации фискальной нагрузки. В рамках курса рассматриваются основные налоги (НДС, НДФЛ, налог на прибыль, УСН), их расчет и сроки уплаты, а также правовые аспекты взаимодействия с налоговыми органами.",,ru,https://stepik.org/course/289251
289250,Физическая культура и спорт. Спортивные игры и командная работа.,"Курс «Физическая культура и спорт. Спортивные игры и командная работа» представляет собой комплексную программу, направленную на освоение основных игровых видов спорта и развитие навыков командной работы. В ходе обучения участники знакомятся с тремя базовыми командными видами спорта — футболом, баскетболом и волейболом, изучая их ключевые особенности, цели и значение командной работы в достижении успеха.",,ru,https://stepik.org/course/289250
289241,Особенности игры в футбол,"Практический онлайн‑курс для начинающих любителей футбола (от 14 лет) без специальной подготовки. За 4 недели вы изучите основы игры — от правил и истории до тактики, техники и физической подготовки — и научитесь применять знания на практике.Курс подойдёт тем, кто хочет играть в любительских командах, улучшить личные навыки или просто глубже понять игру — без необходимости сразу выходить на поле с профессионалами.",,ru,https://stepik.org/course/289241
289239,"Гибридная структура романа ""Повести л-ских писателей""","Роман Константина Зарубина «Повести л-ских писателей» — это детектив, фантастика и школьные воспоминания в одном флаконе. Книгу, которую ищут герои, никто не читал целиком, но она изменила жизни десятков людей. А главное — у этой книги нет единого автора. Её голоса принадлежат свидетелям.",,ru,https://stepik.org/course/289239
289235,Потерянное сокровище: уникальные английские серебряные кубки,"Английские серебряные кубки из Оружейной палаты — потерянное сокровище Британии. Внутри курса вы найдете уникальные фотографии из закрытых каталогов, которых нет в Интернете. Вы научитесь узнавать стиль английских мастеров и понимать язык серебряных сюжетов - от ""розы Тюдоров"" до лягушки на драконе.",,ru,https://stepik.org/course/289235
289228,Основные инструменты графического дизайнера: Курс молодого бойца,"Этот курс — техническое введение в основы графического дизайна для начинающих.
Он создан для тех, кто хочет освоить базовые инструменты дизайнера без перегруза, хаотичного обучения и сильного акцента на «воспитании художественного вкуса»",,ru,https://stepik.org/course/289228
289218,Финансовая грамотность,"Курс учит школьников грамотно распоряжаться личными и семейными финансами. В доступной форме рассматриваются темы: история денег, семейный бюджет, банковские вклады, простые и сложные проценты, кредиты, налоги, инвестиции и финансовая безопасность.",,ru,https://stepik.org/course/289218
289216,спортивные игры ," Курс направлен на разностороннее физическое развитие через основание правил,техники и тактики  командных игр ( баскетбол,волейбол,футбол). упор делается на игровой метод, метод, развитие реакции, командного взаимодействия и тактического мышления.",,ru,https://stepik.org/course/289216
289208,«Инвариантные особенности романов М. Л. Степновой»,"Почему истории о гениях-одиночках, разрушенных садах и потерянных детях так цепляют читателя? Марина Степнова пишет бестселлеры («Женщины Лазаря», «Сад»), но все её романы связаны невидимыми нитями. На этом курсе мы научимся находить эти «нить» — инварианты — и понимать, как работает современная литература.

",,ru,https://stepik.org/course/289208
289203,Введение в SQL вместе с Лисом Квери,Бобёр хранил данные на бересте. Замёрз и ел кору. Не повторяй его ошибку  —  учись SQL с Лисом Квери.,,ru,https://stepik.org/course/289203
289200,UX-дизайн для новичков,"Курс посвящен основам UX-дизайна и проектирования удобных пользовательских интерфейсов для веб-сайтов.
В рамках курса рассматриваются: основы пользовательского опыта, анализ потребностей пользователей, построение пользовательских сценариев, принципы удобного интерфейса
",,ru,https://stepik.org/course/289200
289186,Linux c нуля: работа в командной строке,"Практический старт в мир Linux без теории ради теории. Вы с нуля развернёте свой тестовый полигон на Ubuntu Server, подключитесь к нему по SSH и освоите 80% самых нужных команд для реальной работы. Курс идеален для тех, кто боится «чёрного окна терминала» — после него вы будете в нём ориентироваться уверенно.",,ru,https://stepik.org/course/289186
289177,Графический дизайн ,"Курс для тех, кто хочет ознакомиться с базовыми правилами композиции, верстки и типографики, а также узнать о том, как работать с цветом и модульными сетками  ",,ru,https://stepik.org/course/289177
289175, Научись быть счастливым за 21 день 1.0,"Забудьте о дорогих эзотерикаx и бесконечных диетах! Откройте мощь научно обоснованной  методики доктора М. Катарии. Наш курс — это 21-дневный практикум, который научит вас радоваться жизни. Вы не просто научитесь смеяться, а запустите цепную реакцию улучшений: от здоровья до финансов . Улучшите иммунитет, подтяните овал лица с помощью смехо-гимнастики, наладите отношения и найдете новые источники дохода через новое творческое мышление. Начните инвестировать в свое счастье уже сегодня",1000.00,ru,https://stepik.org/course/289175
289171,"Электрическая цепь, ее основные компоненты.","Понимание основ электрических цепей — это фундамент для изучения электротехники, электроники, автоматики и цифровых устройств. Без чёткого знания того, что такое ток, напряжение, ЭДС, сопротивление и проводимость, невозможно переходить к расчётам цепей, анализу схем и практической работе с оборудованием.

Данный курс построен так, чтобы избавить студента от лишней информации и дать наглядную и закреплённую практикой систему знаний.",,ru,https://stepik.org/course/289171
289162,"""Мульти-курс"": программирование для начинающих","Данный курс учит основам программирования на популярных языках: Python C C# C++ Java JavaScript Go PHP SQL HTML CSS Bash Git Pascal Swift Kotlin 1C Objective-C TypeScript Scala Assembly R Dart VBA Lua Rust GDScript F# Kumir Scratch. Данный курс первый, содержащий 30 языков программирования. Данный курс самый большой на платформе Stepik. Данный курс отлично подойдёт тем, кто хочет начать свой путь в IT, но не знает с чего начать. Данный курс поможет вам выбрать тот язык программирования, который вам по душе.",,ru,https://stepik.org/course/289162
